,user.name,created_at,id,full_text,display_text_range,source,retweet_count,favorite_count,user.followers_count,user.friends_count,user.statuses_count,partido,tipo de post,hashtags,campaña,sentimiento,scores
9,Pablo Iglesias 🔻,2021-04-26 06:56:02+00:00,1386574773900152837,"En unos minutos estaré en @HoyPorHoy.

🖥 Podréis seguir el programa aquí: https://t.co/nX5pk6UNd6 https://t.co/EWMRCeIpsG","[0, 97]",Twitter Web App,291,887,2653385,3617,24298,PODEMOS,publicación,[],general,1,0.2965924143791199
0,Santiago Abascal 🇪🇸,2021-04-26 16:31:49+00:00,1386719677309722626,Hoy hemos visitado a los compañeros atacados y amenazados ayer en Barajas. Orgullosos de su valentía frente a los violentos alentados por Sánchez e Iglesias. #VOX #SinMiedoANadaNiANadie https://t.co/DyLWg2yvrV https://t.co/6lOdKRBRPa,"[0, 209]",Twitter for Android,794,1883,578262,3945,32489,VOX,publicación,"['VOX', 'SinMiedoANadaNiANadie']",general,5,0.5961562991142273
1,Santiago Abascal 🇪🇸,2021-04-25 22:44:33+00:00,1386451089499860998,"Sánchez, por primera vez en democracia, usa las instituciones del Estado para acosar y coaccionar a millones de españoles. Es responsable de los ataques que recibimos. Espero que la justicia, antes de ser sometida, proteja  los derechos y libertades  de todos los españoles. https://t.co/XJR3eNiIoz","[0, 274]",Twitter for Android,2973,6123,578262,3945,32489,VOX,publicación,[],general,5,0.5005590319633484
2,Santiago Abascal 🇪🇸,2021-04-25 19:19:34+00:00,1386399503238930432,"Sánchez, Iglesias y ""Gabilonda Barceló"" organizan la tensión, señalan con su odio y sus mentiras sobre VOX... y otros actúan.  

Por supuesto jamás condenan la violencia contra VOX. https://t.co/6bvOEq8Ygd","[0, 181]",Twitter for Android,2019,4522,578262,3945,32489,VOX,publicación,[],general,5,0.2862360179424286
3,Santiago Abascal 🇪🇸,2021-04-25 13:33:36+00:00,1386312437167710211,"¿Pero cómo puedes hablar de convivencia y democracia, sinvergüenza? Si has llevado a la dirección del Estado a la ETA, a los golpistas separatistas, y mantienes a ministros comunistas que incitan a la violencia contra el tercer partido de España, violencia que jamás has condenado https://t.co/aTAYwwyQqH","[0, 280]",Twitter for Android,6884,15142,578262,3945,32489,VOX,publicación,[],general,1,0.5005491375923157
4,Santiago Abascal 🇪🇸,2021-04-24 19:31:44+00:00,1386040179547377670,Deben ser sindicatos fascistas🤣🤣🤣 https://t.co/UaHPzd0C61,"[0, 33]",Twitter for Android,3962,11861,578225,3944,32489,VOX,publicación,[],general,1,0.45971208810806274
5,Santiago Abascal 🇪🇸,2021-04-24 15:58:39+00:00,1385986554754129922,Al llorón del moño se le ha caído esto.😉 https://t.co/ZmsTGwbEIU,"[0, 40]",Twitter for Android,4498,11131,578225,3944,32489,VOX,publicación,[],general,1,0.6026524305343628
6,Santiago Abascal 🇪🇸,2021-04-23 11:07:07+00:00,1385550798977896450,"No han podido callarnos a pedradas, ni con su fiscalía de partido, ni han encontrado un juez que nos amordace...
ahora lo intentarán como siempre; con sus medios sectarios y subvencionados.

Ya les conocemos. https://t.co/RABjxRTyUF","[0, 208]",Twitter for Android,2139,5302,578262,3945,32489,VOX,publicación,[],general,5,0.41936561465263367
7,Santiago Abascal 🇪🇸,2021-04-23 10:53:50+00:00,1385547457870848001,#ketchup https://t.co/Ok4pwJ6u2B,"[0, 8]",Twitter for Android,1775,4803,578262,3945,32489,VOX,publicación,['ketchup'],general,1,0.22099784016609192
8,Santiago Abascal 🇪🇸,2021-04-23 10:48:53+00:00,1385546209700548609,"El gobierno de la mentira, que mintió sobre sus pactos, que esconde los muertos por covid, que manipula el CIS, que asalta la justicia, que alienta la violencia contra VOX y después la niega y nunca condena ....quiere ahora que bailemos al son de su victimismo.

¡¡JAMÁS!! https://t.co/O09F3SB8us","[0, 272]",Twitter for Android,3637,8613,578262,3945,32489,VOX,publicación,[],general,1,0.618992269039154
9,Santiago Abascal 🇪🇸,2021-04-23 08:10:58+00:00,1385506470444273665,Gracias a esa España que madruga y pelea para llevar el pan a casa honradamente. Ha sido un honor. https://t.co/Ja0rMlmQNl,"[0, 98]",Twitter for Android,2471,7060,578262,3945,32489,VOX,publicación,[],general,5,0.7290194034576416
0,Inés Arrimadas,2021-04-26 17:49:23+00:00,1386739195071377409,"Valiente y lúcido @carlos__alsina sobre los falsos dilemas interesados: comunismo o libertad, fascismo o democracia, salud o economía...

""Hay dos bandos: el de las trincheras y el odio, y el de la racionalidad, la ilustración y el respeto. Pregúntese cada uno dónde quiere estar"" https://t.co/nERftleBic","[0, 280]",Twitter for iPhone,194,503,695228,1515,7104,CIUDADANOS,publicación,[],general,5,0.46942374110221863
1,Inés Arrimadas,2021-04-26 12:46:26+00:00,1386662958483259401,"Pablo Iglesias detesta a la prensa libre y está obsesionado por controlar a los medios porque sabe que son un pilar de nuestra democracia. Todo mi apoyo a los periodistas que, como Ana Rosa Quintana, están sufriendo su campaña de acoso. El populismo no se saldrá con la suya. https://t.co/sM7ouBlAeD","[0, 275]",Twitter for iPhone,560,2026,695228,1515,7104,CIUDADANOS,publicación,[],general,1,0.3689360022544861
2,Inés Arrimadas,2021-04-26 11:20:03+00:00,1386641218516492291,"Nuestra condena más firme a la terrible amenaza de muerte que ha sufrido Reyes Maroto. Espero que se dé con el autor de esta barbaridad y responda ante la Justicia. Esto no puede seguir así, hacemos un llamamiento a la sensatez para frenar ya esta deriva.

https://t.co/mDXR175qBG","[0, 280]",Twitter for iPhone,273,845,695228,1515,7104,CIUDADANOS,publicación,[],general,1,0.4891623556613922
3,Inés Arrimadas,2021-04-25 22:16:11+00:00,1386443950274326531,"Es vergonzoso que se cancele esta conferencia de Leopoldo López, referente de la lucha por los derechos humanos, la democracia y la libertad. Gracias, @begonavillacis, por ofrecer el Ayuntamiento de Madrid como alternativa a una injusticia tremenda. https://t.co/xg1xlqygC9","[0, 249]",Twitter for iPhone,311,1133,695228,1515,7104,CIUDADANOS,publicación,[],general,1,0.7101592421531677
4,Inés Arrimadas,2021-04-25 16:00:30+00:00,1386349408988585988,"Muchas gracias por todo, Julia. Has hecho un trabajo impresionante en @ShaAcabat defendiendo la libertad, el civismo y la convivencia. Eres una valiente y un ejemplo. Te deseo lo mejor. ¡Mucha suerte y un abrazo fuerte! https://t.co/1ZMgTF8Nxz","[0, 219]",Twitter for iPhone,88,345,695228,1515,7104,CIUDADANOS,publicación,[],general,5,0.8752202987670898
5,Inés Arrimadas,2021-04-24 14:47:52+00:00,1385968739527630853,"Madrid y toda España van a superar esta prueba. El 4 de mayo vamos a lograr que triunfe la sensatez frente al guerracivilismo. Vamos a movilizar a todos los ciudadanos que no quieren retroceder a un pasado de bandos sino construir un futuro para todos.

#VotaCentro4M 🧡 https://t.co/5XdooGWIdI","[0, 269]",Twitter for iPhone,292,745,695228,1515,7104,CIUDADANOS,publicación,['VotaCentro4M'],general,5,0.4780293107032776
6,Inés Arrimadas,2021-04-23 14:51:35+00:00,1385607287037992960,"Edmundo Bal ha sido hoy en el #DebateSER la voz de la sensatez, como lo está siendo toda la campaña. Es un orgullo compartir proyecto con él. Así se defienden la convivencia y el respeto. Cuidemos de nuestra democracia, que tanto ha costado construir👇https://t.co/PI473OYYe2","[0, 274]",Twitter Web App,351,937,695228,1515,7104,CIUDADANOS,publicación,['DebateSER'],general,5,0.6627887487411499
7,Inés Arrimadas,2021-04-23 13:13:19+00:00,1385582559137083400,"📚 Sant Jordi es un magnífico día para recomendaros este libro de mi compañero @GuillermoDiazCs: ‘Grandes batallas en la pantalla’. La mejor mezcla de cine e historia con notas de humor. ¡Una genialidad! 👏

#DiaDelLibro2021 #23DeAbril https://t.co/WQronM7GkB","[0, 233]",Twitter for iPhone,49,181,695228,1515,7104,CIUDADANOS,publicación,"['DiaDelLibro2021', '23DeAbril']",general,5,0.9136319160461426
8,Inés Arrimadas,2021-04-23 10:56:25+00:00,1385548108130623490,"Lo sucedido en el #DebateSER es un ejemplo terrible para la sociedad. No quiero esta España para nuestros hijos. Los extremos se necesitan y se retroalimentan, hoy se ve con más claridad que nunca lo imprescindible que es la sensatez de Cs. Gracias, @BalEdmundo, por tu dignidad.","[0, 279]",Twitter for iPhone,641,1916,695228,1515,7104,CIUDADANOS,publicación,['DebateSER'],general,5,0.585970938205719
9,Inés Arrimadas,2021-04-23 08:30:11+00:00,1385511303872192514,"La jornada de hoy es muy especial para millones de españoles. A pesar de la pandemia, Cataluña celebra la magia de Sant Jordi 🌹, Aragón y Castilla y León su fiesta autonómica y toda España el #DíaDelLibro 📚.

¡Muy feliz día a todos!

#SantJordi #23deAbril #DíaDelLibro2021 https://t.co/96SaIseXSB","[0, 272]",Twitter for iPhone,160,639,695228,1515,7104,CIUDADANOS,publicación,"['DíaDelLibro', 'SantJordi', '23deAbril', 'DíaDelLibro2021']",general,5,0.7313389182090759
0,Isabel Díaz Ayuso,2021-04-26 18:53:11+00:00,1386755253522022402,"Según más se involucre en la campaña el presidente del Gobierno, más le animo a hacer las maletas.

#TorrejónDeArdoz https://t.co/LcewTAH6Oe","[0, 116]",Twitter for iPhone,308,1208,493289,10952,23580,CIUDADANOS,publicación,['TorrejónDeArdoz'],madrid,3,0.35765960812568665
1,Isabel Díaz Ayuso,2021-04-26 12:28:46+00:00,1386658510029606915,"Las amenazas a los representantes públicos no tienen sentido en un país en Libertad. 

Mi condena a estos incalificables últimos actos.","[0, 135]",Twitter for iPhone,2067,10221,493289,10952,23580,CIUDADANOS,publicación,[],madrid,1,0.6266034841537476
2,Isabel Díaz Ayuso,2021-04-26 11:07:07+00:00,1386637962474139649,"Los mismos que le perseguían en Venezuela le persiguen ahora aquí.

Ni Madrid será Caracas ni España Venezuela.

Estamos a tu lado @leopoldolopez.

#Libertad https://t.co/YlK0HIkqdj","[0, 157]",Twitter for iPhone,1369,4618,493289,10952,23580,CIUDADANOS,publicación,['Libertad'],madrid,1,0.4343928396701813
3,Isabel Díaz Ayuso,2021-04-26 10:27:46+00:00,1386628058824810496,"España no es una república bananera.

#Libertad. https://t.co/F8cQKekyoD","[0, 48]",Twitter for iPhone,1505,5882,493289,10952,23580,CIUDADANOS,publicación,['Libertad'],madrid,1,0.7299160361289978
4,Isabel Díaz Ayuso,2021-04-26 07:29:37+00:00,1386583228602068994,"Está en riesgo la #Libertad en Madrid. 

Y si está en juego la #Libertad de Madrid lo está la de España, porque lo que pasa en Madrid trasciende a esta comunidad.

#4M

https://t.co/sIxW7JUEpw","[0, 192]",Twitter for iPhone,1524,5851,493289,10952,23580,CIUDADANOS,publicación,"['Libertad', 'Libertad', '4M']",madrid,1,0.5411364436149597
5,Isabel Díaz Ayuso,2021-04-25 20:43:52+00:00,1386420717093220354,"Es intolerable que esto ya ocurra en Madrid.

El #4M nos jugamos la #Libertad. https://t.co/T5fqdOr5Fy","[0, 78]",Twitter for iPhone,3052,8749,493289,10952,23580,CIUDADANOS,publicación,"['4M', 'Libertad']",madrid,1,0.7076784372329712
6,Isabel Díaz Ayuso,2021-04-25 18:25:19+00:00,1386385853266763784,"Yo elijo #Libertad. Y verdad. Contra la hipocresía.

#4M https://t.co/UGNcvVbfKq","[0, 56]",Twitter for iPhone,2154,8605,493289,10952,23580,CIUDADANOS,publicación,"['Libertad', '4M']",madrid,1,0.3684796988964081
7,Isabel Díaz Ayuso,2021-04-25 15:40:42+00:00,1386344425660592129,"La cepa india preocupa al Gobierno italiano. 

¿Cuánto tardará en tomar medidas el español?

https://t.co/X6qDVlIMX5","[0, 116]",Twitter for iPhone,2538,6927,493289,10952,23580,CIUDADANOS,publicación,[],madrid,1,0.4602034091949463
8,Isabel Díaz Ayuso,2021-04-25 13:07:57+00:00,1386305982234464259,"El modelo de Pedro Sánchez y Pablo Iglesias, el comunismo, está acabado. 

Su hipocresía es su peor enemigo: viven de una manera y predican otra. Se adueñan del sentimiento del más débil y de la vida de los ciudadanos que quieren paz y Libertad.

#4M https://t.co/pZgL7tpGfm","[0, 250]",Twitter for iPhone,2356,9215,493289,10952,23580,CIUDADANOS,publicación,['4M'],madrid,2,0.3110727071762085
9,Isabel Díaz Ayuso,2021-04-25 08:53:10+00:00,1386241863812796419,"Menos impuestos y menos burocracia para atraer más talento y más empresas.

Madrid, autopista del emprendimiento.

Vía @abc_es. https://t.co/MHV4vl4gIR","[0, 127]",Twitter for iPhone,2446,8581,493289,10952,23580,CIUDADANOS,publicación,[],madrid,2,0.4007957875728607
0,#ÁngelGabilondo,2021-04-26 18:34:14+00:00,1386750481473626116,"Madrid necesita un partido capaz de liderar la recuperación económica y social sin dejar a nadie atrás.

La democracia es eso: que quienes tenemos el honor de ser elegidos representantes del pueblo entendamos que la prioridad absoluta es resolver sus problemas.

#VotaPSOE. https://t.co/fOr00ftQHW","[0, 273]",Twitter Web App,60,101,59786,2930,10641,CIUDADANOS,publicación,['VotaPSOE'],madrid,1,0.22102005779743195
1,#ÁngelGabilondo,2021-04-26 16:22:31+00:00,1386717336716054533,"📌 Esta tarde, intervengo en un acto desde #Fuenlabrada.

📲 Podéis seguir las declaraciones en nuestras redes y a través Youtube: https://t.co/BEwkaJuqac

⏰ A partir de las 19:00 👇🏼

#DemocraciaFrenteAlMiedo https://t.co/2MYcCMyjna","[0, 206]",Twitter Web App,57,95,59786,2930,10641,CIUDADANOS,publicación,"['Fuenlabrada', 'DemocraciaFrenteAlMiedo']",madrid,1,0.36376258730888367
2,#ÁngelGabilondo,2021-04-26 15:02:29+00:00,1386697195076919298,"Madrid ha despertado y ha dicho ¡BASTA! 
El fascismo no es una fantasía. Es una amenaza real.

La historia no está escrita, es nuestra: depende de lo que hagamos.

Por eso, este 4 de mayo, vota socialista.

Vota #DemocraciaFrenteAlMiedo. https://t.co/Sf1llYjIHQ","[0, 237]",Twitter Web App,272,532,59786,2930,10641,CIUDADANOS,publicación,['DemocraciaFrenteAlMiedo'],madrid,1,0.7543631196022034
3,#ÁngelGabilondo,2021-04-26 12:47:28+00:00,1386663215887753221,"Hoy es el #DíadelaVisibilidadLésbica. ¡Viva la diversidad! 

Mi reconocimiento a todas las mujeres lesbianas que, al luchar por sus derechos, luchan por los nuestros. Luchan por los míos también.

#LosDemocrátasSomosMás. https://t.co/x1QIErulo3","[0, 220]",Twitter Web App,125,283,59786,2930,10641,CIUDADANOS,publicación,"['DíadelaVisibilidadLésbica', 'LosDemocrátasSomosMás']",madrid,5,0.7422332763671875
4,#ÁngelGabilondo,2021-04-26 12:01:32+00:00,1386651657124159492,"Hoy todos somos también @MarotoReyes. 

No se puede facilitar poder a quienes son un peligro para la democracia. 

Apelamos a todos los demócratas a que extiendan el cordón sanitario a la ultraderecha. Esto significa no blanquear el fascismo y no gobernar con Vox. https://t.co/KDD60w7Xr0","[0, 264]",Twitter Web App,256,530,59786,2930,10641,CIUDADANOS,publicación,[],madrid,1,0.7008249163627625
5,#ÁngelGabilondo,2021-04-26 09:29:37+00:00,1386613426915528704,"📌 Hoy lunes, hablamos de #Diversidad en un acto que celebramos desde nuestra sede en Ferraz. 

📲 Podréis seguirlo en directo en nuestras redes y a través del canal de Youtube del @PSOE: https://t.co/GsHaRyb2aM

⏰ A partir de las 12:00 👇🏼

#VotaPSOE 
#LosDemócratasSomosMás https://t.co/P0UImnb1z4","[0, 272]",Twitter Web App,48,84,59786,2930,10641,CIUDADANOS,publicación,"['Diversidad', 'VotaPSOE', 'LosDemócratasSomosMás']",madrid,5,0.32469862699508667
6,#ÁngelGabilondo,2021-04-26 09:23:09+00:00,1386611798288252931,"Hoy he participado en un encuentro online @NewEconomyForum.

Todos los demócratas debemos condenar específicamente las amenazas. Tenemos que hacer un cordón sanitario a Vox para evitar que llegue en las instituciones.
Estamos en una encrucijada muy peligrosa.

#NEFOnline https://t.co/FxDATzryg0","[0, 271]",Twitter Web App,122,225,59786,2930,10641,CIUDADANOS,publicación,['NEFOnline'],madrid,1,0.70405513048172
7,#ÁngelGabilondo,2021-04-25 21:10:25+00:00,1386427400238497792,"Entre racismo y no racismo, no cabe neutralidad. Y entre fascismo y no fascismo, tampoco.

La equidistancia ante amenazas de muerte directas no se puede aguantar en democracia.

Creemos que se han cruzado todas las líneas y que debemos aislar a Vox.

📺 @ObjetivoLaSexta https://t.co/Tew15Zw9JD","[0, 269]",Twitter Web App,331,682,59786,2930,10641,CIUDADANOS,publicación,[],madrid,1,0.6164231896400452
8,#ÁngelGabilondo,2021-04-25 17:19:40+00:00,1386369330330456065,"📺 Esta noche estaré con @_anapastor_ en @ObjetivoLaSexta.

⏰Os espero a partir de las 22:15h.

▶️Podréis seguir la entrevista en directo en👇🏽
https://t.co/lsBJdvnStw

#VotaPSOE 
#HazloXMadrid https://t.co/f848VVPwIg","[0, 191]",Twitter Web App,102,209,59786,2930,10641,CIUDADANOS,publicación,"['VotaPSOE', 'HazloXMadrid']",madrid,1,0.27835357189178467
9,#ÁngelGabilondo,2021-04-25 16:34:00+00:00,1386357839673888770,"El pueblo de Madrid sabe que en las grandes ocasiones puede acudir a un partido. Gracias @sanchezcastejon una vez más por tu apoyo. 

Sabemos que #LosDemócratasSomosMás. https://t.co/K42ZNjiaUs","[0, 169]",Twitter Web App,400,1130,59786,2930,10641,CIUDADANOS,publicación,['LosDemócratasSomosMás'],madrid,1,0.2867799699306488
0,Mónica García,2021-04-26 18:55:13+00:00,1386755763142549511,"Pasamos una tarde maravillosa junto a @EduardoFRub, @la_prohibida, @Jaigongo @badbixsamantha, @Bea_LP, Alex de la Croix y  Nerea Pérez de las Heras hablando de lo imprescindible que es librarnos del discurso del odio para vivir vidas plenas.

Este #4M demostremos que somos más. https://t.co/gvxfAEUUwz","[0, 278]",Twitter Web App,36,101,105970,2918,23330,Más Madrid,publicación,['4M'],madrid,5,0.8346886038780212
1,Mónica García,2021-04-26 18:28:50+00:00,1386749125509668874,Confirmo que el presidente del Rayo no me ha invitado al partido. Tampoco habría ido porque si los aficionados no pueden ir no sé por qué debería poder ir un cargo político. Pero siempre es bueno aclararlo. https://t.co/oJ4ri1okQZ,"[0, 206]",Twitter Web App,549,1903,105970,2918,23330,Más Madrid,publicación,[],madrid,1,0.4578827917575836
2,Mónica García,2021-04-26 16:26:34+00:00,1386718353792905218,"Hoy visitamos el Centro de Excelencia Empresarial y el Centro de Transportes de Coslada. 

El Corredor del Henares puede ser motor de innovación, eficiencia energética, inversión en renovables y digitalización. Este #4M empezará a serlo. https://t.co/crrMiJAYRK","[0, 237]",Twitter Web App,51,192,105970,2918,23330,Más Madrid,publicación,['4M'],madrid,5,0.5975452661514282
3,Mónica García,2021-04-26 15:25:37+00:00,1386703017265741824,"Os espero esta tarde con muchas ganas y así de bien acompañada para hablar de la diversidad que hace fuerte nuestra sociedad.

Estaré con @EduardoFRub, @Jaigongo, Alex de la Croix, @badbixsamantha, @la_prohibida,Nerea Pérez de las Heras y @Bea_LP
👉 https://t.co/EuSpSphBhF https://t.co/QlXyh3UbtC","[0, 272]",Twitter Web App,29,139,105970,2918,23330,Más Madrid,publicación,[],madrid,4,0.4358568787574768
4,Mónica García,2021-04-26 12:25:42+00:00,1386657738399354886,"La vivienda es un derecho, no un bien de mercado. Nos comprometemos con @InquilinatoMad a desarrollar una #LeyVivienda regional que garantice este derecho y ponga a las vecinas y vecinas en el centro. https://t.co/Zc859tGL97","[0, 200]",Twitter Web App,131,459,105970,2918,23330,Más Madrid,publicación,['LeyVivienda'],madrid,1,0.38679856061935425
5,Mónica García,2021-04-26 11:00:24+00:00,1386636270831611907,"Toda mi solidaridad y mi condena absoluta a la amenaza sufrida por la ministra Reyes Maroto. 

¿Cuántas amenazas más hacen falta para que Ayuso deje de avalar la política del odio de la extrema derecha?","[0, 202]",Twitter for iPhone,976,4540,105970,2918,23330,Más Madrid,publicación,[],madrid,5,0.6908772587776184
6,Mónica García,2021-04-26 10:12:50+00:00,1386624300795453440,"No vamos a dejar de trabajar #PorLoQueDeVerdadImporta como hemos hecho estos años en la Comunidad de Madrid.

Por mucha provocación y ruido que intenten generar este #4M llega el gobierno decente a la Comunidad de Madrid. https://t.co/rEALDuWlcR","[0, 221]",Twitter Web App,111,370,105970,2918,23330,Más Madrid,publicación,"['PorLoQueDeVerdadImporta', '4M']",madrid,1,0.6060190796852112
7,Mónica García,2021-04-26 08:01:03+00:00,1386591138950356996,"Más alto, más lejos, más fuerte.
Más justo, más verde, más Madrid.
A ganar en la recta final. https://t.co/wfArrFBIMr","[0, 93]",Twitter Web App,708,2387,105970,2918,23330,Más Madrid,publicación,[],madrid,2,0.32472342252731323
8,Mónica García,2021-04-25 15:38:38+00:00,1386343903838801922,"Esta mañana en #LasMujeresImportan charlamos con mujeres distintas y diversas sobre sus experiencias en Madrid. 

Ahora os contamos las medidas con las que vamos a llevar el feminismo al gobierno de la comunidad este #4M : https://t.co/ZmVzycMYQZ https://t.co/2rjvTvRAsu","[0, 246]",Twitter Web App,159,562,105970,2918,23330,Más Madrid,publicación,"['LasMujeresImportan', '4M']",madrid,5,0.301785409450531
9,Mónica García,2021-04-25 11:40:43+00:00,1386284028756639744,"Que te llamen fascista no es el lado bueno de la historia, señora Ayuso; el feminismo es el lado bueno de la historia.

Este #4M acabamos con el odio y ponemos la decencia en el gobierno de la Comunidad de Madrid. https://t.co/2xAgHlvbPL","[0, 213]",Twitter Web App,374,1563,105970,2918,23330,Más Madrid,publicación,['4M'],madrid,1,0.6266807317733765
0,Rocio Monasterio,2021-04-25 22:20:59+00:00,1386445159093710848,¡Gracias @VoxReinoUnido ! ¡Fantástico ver a toda esta gran familia que es VOX apoyándonos siempre juntos! 😘😘 https://t.co/WgmDfHcsoD,"[0, 108]",Twitter for iPhone,331,1173,253777,1855,31507,VOX,publicación,[],madrid,5,0.8444438576698303
1,Rocio Monasterio,2021-04-25 22:17:46+00:00,1386444351136534532,¡Somos equipo! 😘 https://t.co/lPmQKPTZq0,"[0, 16]",Twitter for iPhone,578,2002,253777,1855,31507,VOX,publicación,[],madrid,5,0.56435626745224
2,Rocio Monasterio,2021-04-25 22:16:24+00:00,1386444007685992451,¡Gracias @alvarojeda80 por tu entrevista hoy! ¡Me ha encantado! 😘😘 https://t.co/B3opWwVVqT,"[0, 66]",Twitter for iPhone,203,787,253777,1855,31507,VOX,publicación,[],madrid,5,0.8770069479942322
3,Rocio Monasterio,2021-04-25 20:48:41+00:00,1386421929389674497,Mañana nos vemos en @La1_tve a las 9:30 ¡os espero!😘😘 https://t.co/VNUtzCQOKp,"[0, 53]",Twitter for iPhone,1341,4469,253777,1855,31507,VOX,publicación,[],madrid,1,0.3191295564174652
4,Rocio Monasterio,2021-04-25 16:37:19+00:00,1386358673220542466,¡Gracias Alcalá de. Henares! Ha sido maravilloso compartir la mañana con vosotros😘😘 https://t.co/t63ebXIwvB,"[0, 83]",Twitter for iPhone,984,3128,253777,1855,31507,VOX,publicación,[],madrid,5,0.7932754158973694
5,Rocio Monasterio,2021-04-25 12:27:07+00:00,1386295708270174213,"Monasterio defiende el ""verdadero feminismo"" que no impone ideas ni ""arrebata la libertad"" a las mujeres https://t.co/cRdxazy8wG vía @epmadrid","[0, 142]",Twitter for iPhone,890,2568,253777,1855,31507,VOX,publicación,[],madrid,1,0.5816391706466675
6,Rocio Monasterio,2021-04-25 09:19:58+00:00,1386248611030253571,"Nuestros hermanos hispanoamericanos han sufrido de cerca las políticas totalitarias.
No vamos a permitir que la izquierda traiga la misma miseria y ruina a España.
#ProtegeMadrid
#VotaSeguro https://t.co/udLAmAmD94","[0, 190]",Twitter for iPhone,1975,4763,253777,1855,31507,VOX,publicación,"['ProtegeMadrid', 'VotaSeguro']",madrid,1,0.646848738193512
7,Rocio Monasterio,2021-04-24 22:23:48+00:00,1386083482166779914,"¡Gracias San Sebastián de los Reyes! ¡Se acabó la sumisión a las políticas de la izquierda! 😘😘
#ProtegeMadrid 
#VotaSeguro https://t.co/CY5rbxVm5t","[0, 122]",Twitter for iPhone,1046,3127,253777,1855,31507,VOX,publicación,"['ProtegeMadrid', 'VotaSeguro']",madrid,1,0.49229878187179565
8,Rocio Monasterio,2021-04-24 19:33:42+00:00,1386040674378784769,"Nosotros condenamos toda la violencia siempre. 
Me gustaría que otros también lo hicieran. https://t.co/eBO1j9KynT","[0, 90]",Twitter for iPhone,2370,5546,253777,1855,31507,VOX,publicación,[],madrid,5,0.3939647078514099
9,Rocio Monasterio,2021-04-24 14:27:32+00:00,1385963623072346116,"¡Nos vemos esta tarde en la nueva sede de VOX Madrid! 😘😘
https://t.co/bBvj5e9Sub","[0, 80]",Twitter for iPhone,1143,3881,253777,1855,31507,VOX,publicación,[],madrid,5,0.4856468737125397
0,Edmundo Bal,2021-04-26 18:46:58+00:00,1386753688404905987,"Como servidor público, siempre he defendido el interés general de los españoles desde la Abogacía del Estado. Como en la Gürtel y otros casos sonados de corrupción. 

Yo quiero un Madrid limpio y sin extremos. Nuestro proyecto es más necesario que nunca porque #CsEsRegeneración https://t.co/P6yONdOlfb","[0, 278]",Twitter Media Studio,76,121,48156,456,5000,CIUDADANOS,publicación,['CsEsRegeneración'],madrid,5,0.5083976984024048
1,Edmundo Bal,2021-04-26 12:37:24+00:00,1386660683832561664,"Condeno rotundamente la amenaza a la ministra Maroto. Diluir o justificar la gravedad de estos episodios es repugnante hoy como lo es desde hace años.

Los responsables públicos debemos frenar la escalada de tensión que busca instalar un clima de trincheras en la campaña del #4M. https://t.co/IjIt1NiR4Z","[0, 280]",Twitter for iPhone,150,352,48156,456,5000,CIUDADANOS,publicación,['4M'],madrid,5,0.4013984799385071
2,Edmundo Bal,2021-04-26 10:16:26+00:00,1386625209868898307,"Antidemocrático es señalar a quien piensa distinto, atacar a los jueces y hostigar así a periodistas libres. Mi apoyo a Ana Rosa Quintana ante la campaña que Pablo Iglesias mantiene contra ella y otros compañeros de profesión. La libertad de prensa es esencial en toda democracia. https://t.co/NpGNPZsQjY","[0, 280]",Twitter for iPhone,1123,3502,48156,456,5000,CIUDADANOS,publicación,[],madrid,5,0.3887558579444885
3,Edmundo Bal,2021-04-26 09:00:59+00:00,1386606219234840576,"Entre un PSOE inmerso en una competición con Podemos por el voto más radical y la opción no descartada por el PP de que Vox decida la vida de millones de madrileños, apelo a la unión de los moderados en torno al proyecto de concordia de Cs.

En @MasDeUno👇🏻
https://t.co/XK2fFKahNG","[0, 280]",Twitter for iPhone,231,463,48156,456,5000,CIUDADANOS,publicación,[],madrid,1,0.33010929822921753
4,Edmundo Bal,2021-04-25 22:01:37+00:00,1386440284897169410,"Pésima noticia. No podemos permitir que la coacción triunfe sobre la libertad de expresión, ni las amenazas sobre el pluralismo político. Agradezco a @begonavillacis que ofrezca el Ayto. de Madrid como alternativa para que se escuche la voz Leopoldo López. https://t.co/RBx3mJwPQp","[0, 280]",Twitter for iPhone,398,1078,48156,456,5000,CIUDADANOS,publicación,[],madrid,1,0.9386399388313293
5,Edmundo Bal,2021-04-25 17:36:26+00:00,1386373548898357249,"Esta noche me entrevistará @_anapastor_ en el @ObjetivoLaSexta.

Estoy convencido de que este #4M Madrid dará una lección de sensatez y concordia ante los extremos. Trataré de explicar por qué los moderados tenemos una oportunidad histórica. ¡Os espero!😉📲https://t.co/KgmotCivHe https://t.co/pK9ZqKRdg9","[0, 278]",Twitter for iPhone,242,464,48156,456,5000,CIUDADANOS,publicación,['4M'],madrid,5,0.5449588894844055
6,Edmundo Bal,2021-04-25 17:22:07+00:00,1386369945097879565,"Madrid tiene núcleos rurales cuyos ciudadanos comparten demandas e inquietudes para estar mejor conectados. Proponemos:

✅Plan Integral de Desarrollo Rural
✅Plan de Continuación de explotaciones agrícolas y ganaderas
✅Marca ecológica de alimentos de Madrid
✅Mejor transporte https://t.co/gI8WrZJt9h","[0, 274]",Twitter for iPhone,145,292,48156,456,5000,CIUDADANOS,publicación,[],madrid,4,0.44073915481567383
